onset	duration	trial_type	response_time
2.539	0.608	stim1-20	n/a
11.68	0.601	stim2-28	n/a
12.314000000000002	0.0	left	0.156
17.982	0.628	stim1-5	n/a
25.142	0.614	stim2-14	n/a
25.788	0.0	left	0.182
31.434999999999995	0.604	stim1-10	n/a
39.572	0.626	stim2-7	n/a
40.231	0.0	right	0.503
45.874	0.602	stim1-14	n/a
53.50899999999999	0.6	stim2-20	n/a
54.141	0.0	left	0.207
59.818000000000005	0.606	stim1-14	n/a
66.456	0.6	stim2-10	n/a
67.08800000000001	0.0	right	0.677
72.774	0.629	stim1-7	n/a
82.435	0.632	stim2-5	n/a
83.099	0.0	error	2.385
83.099	0.0	left	2.385
88.714	0.608	stim1-14	n/a
97.355	0.601	stim2-28	n/a
97.988	0.0	left	0.968
103.683	0.605	stim1-28	n/a
111.821	0.6	stim2-40	n/a
112.453	0.0	left	1.427
118.136	0.605	stim1-14	n/a
124.773	0.631	stim2-7	n/a
125.436	0.0	right	0.763
131.089	0.605	stim1-10	n/a
140.226	0.623	stim2-4	n/a
140.881	0.0	right	0.303
146.514	0.603	stim1-20	n/a
153.649	0.6	stim2-14	n/a
154.282	0.0	right	0.319
159.966	0.605	stim1-20	n/a
168.603	0.63	stim2-19	n/a
169.265	0.0	left	0.494
169.265	0.0	error	0.494
174.928	0.605	stim1-28	n/a
184.565	0.631	stim2-14	n/a
185.228	0.0	right	0.214
190.875	0.62	stim1-5	n/a
198.527	0.622	stim2-3	n/a
199.182	0.0	right	0.541
204.838	0.607	stim1-28	n/a
211.978	0.617	stim2-79	n/a
212.628	0.0	left	0.151
218.276	0.623	stim1-7	n/a
227.932	0.601	stim2-5	n/a
228.565	0.0	right	0.613
234.22	0.606	stim1-28	n/a
242.86	0.601	stim2-14	n/a
243.493	0.0	error	0.553
243.493	0.0	left	0.553
249.19100000000003	0.604	stim1-28	n/a
255.827	0.6	stim2-40	n/a
256.459	0.0	left	0.574
262.13800000000003	0.607	stim1-28	n/a
271.277	0.618	stim2-56	n/a
271.928	0.0	left	0.238
277.6	0.608	stim1-10	n/a
285.241	0.632	stim2-7	n/a
285.90500000000003	0.0	right	1.151
291.543	0.604	stim1-20	n/a
299.67900000000003	0.629	stim2-7	n/a
300.34000000000003	0.0	right	0.057
305.986	0.605	stim1-14	n/a
313.123	0.6	stim2-10	n/a
313.755	0.0	right	0.353
319.443	0.607	stim1-14	n/a
327.083	0.6	stim2-20	n/a
327.71500000000003	0.0	left	0.418
333.398	0.6	stim1-7	n/a
340.031	0.632	stim2-5	n/a
340.695	0.0	right	0.465
346.338	0.608	stim1-20	n/a
354.478	0.63	stim2-7	n/a
355.141	0.0	right	0.14
360.774	0.607	stim1-20	n/a
369.413	0.632	stim2-7	n/a
370.077	0.0	right	0.09
375.726	0.618	stim1-5	n/a
384.877	0.631	stim2-7	n/a
385.541	0.0	left	0.38
391.195	0.604	stim1-10	n/a
400.831	0.631	stim2-5	n/a
401.495	0.0	right	0.898
407.146	0.601	stim1-5	n/a
414.279	0.618	stim2-2	n/a
414.929	0.0	right	0.493
420.607	0.63	stim1-7	n/a
430.269	0.6	stim2-6	n/a
430.902	0.0	right	1.742
436.556	0.629	stim1-7	n/a
444.217	0.631	stim2-5	n/a
444.881	0.0	right	0.182
450.483	0.6	stim1-10	n/a
457.115	0.632	stim2-9	n/a
457.779	0.0	right	0.867
463.435	0.6	stim1-5	n/a
472.067	0.624	stim2-14	n/a
472.723	0.0	left	0.245
478.373	0.603	stim1-10	n/a
486.509	0.628	stim2-5	n/a
487.169	0.0	right	0.255
492.822	0.6	stim1-7	n/a
501.955	0.629	stim2-6	n/a
502.616	0.0	right	0.175
508.293	0.631	stim1-5	n/a
515.456	0.63	stim2-4	n/a
516.118	0.0	right	0.382
