onset	duration	trial_type	response_time
2.5420000000000016	0.609	stim1-5	n/a
9.683	0.621	stim2-3	n/a
10.337	0.0	right	0.28
16.004	0.6	stim1-5	n/a
25.136	0.631	stim2-6	n/a
25.799000000000003	0.0	left	0.487
31.459	0.608	stim1-28	n/a
39.099	0.632	stim2-14	n/a
39.765	0.0	right	1.117
45.408	0.607	stim1-20	n/a
54.048	0.615	stim2-21	n/a
54.697	0.0	left	0.345
60.347	0.604	stim1-14	n/a
69.984	0.633	stim2-15	n/a
70.64999999999999	0.0	error	0.41
70.64999999999999	0.0	right	0.41
76.29899999999999	0.603	stim1-10	n/a
82.934	0.627	stim2-4	n/a
83.59299999999999	0.0	right	0.319
89.252	0.605	stim1-10	n/a
97.389	0.633	stim2-11	n/a
98.054	0.0	left	0.957
103.699	0.605	stim1-28	n/a
112.337	0.604	stim2-40	n/a
112.974	0.0	left	0.22
118.66	0.631	stim1-5	n/a
125.323	0.624	stim2-2	n/a
125.97899999999998	0.0	right	0.744
131.599	0.6	stim1-5	n/a
138.732	0.619	stim2-3	n/a
139.384	0.0	right	0.304
145.05599999999998	0.606	stim1-20	n/a
154.696	0.632	stim2-7	n/a
155.36	0.0	right	0.438
161.008	0.631	stim1-5	n/a
169.171	0.6	stim2-14	n/a
169.804	0.0	left	0.015
175.448	0.619	stim1-7	n/a
183.099	0.616	stim2-2	n/a
183.747	0.0	right	0.368
189.395	0.606	stim1-10	n/a
198.533	0.624	stim2-4	n/a
199.189	0.0	right	0.246
204.838	0.607	stim1-20	n/a
213.478	0.602	stim2-7	n/a
214.114	0.0	right	0.342
219.795	0.606	stim1-14	n/a
228.933	0.601	stim2-10	n/a
229.567	0.0	right	0.341
235.245	0.604	stim1-7	n/a
244.882	0.613	stim2-4	n/a
245.528	0.0	right	0.218
251.183	0.602	stim1-7	n/a
258.817	0.631	stim2-10	n/a
259.48	0.0	left	0.398
265.116	0.607	stim1-28	n/a
273.256	0.602	stim2-40	n/a
273.891	0.0	left	0.143
279.568	0.607	stim1-14	n/a
286.709	0.632	stim2-5	n/a
287.373	0.0	right	0.208
293.02	0.601	stim1-7	n/a
299.653	0.617	stim2-2	n/a
300.303	0.0	right	0.107
305.977	0.604	stim1-10	n/a
315.113	0.6	stim2-5	n/a
315.746	0.0	right	0.221
321.433	0.604	stim1-28	n/a
329.57	0.617	stim2-56	n/a
330.221	0.0	left	0.228
335.889	0.6	stim1-5	n/a
342.521	0.613	stim2-2	n/a
343.167	0.0	right	0.249
348.851	0.609	stim1-20	n/a
356.494	0.601	stim2-10	n/a
357.128	0.0	right	0.258
362.788	0.602	stim1-14	n/a
369.922	0.632	stim2-10	n/a
370.586	0.0	right	1.426
376.251	0.607	stim1-14	n/a
385.89	0.614	stim2-5	n/a
386.537	0.0	right	0.227
392.199	0.605	stim1-20	n/a
400.837	0.63	stim2-14	n/a
401.5	0.0	right	0.464
407.141	0.603	stim1-10	n/a
414.777	0.602	stim2-11	n/a
415.411	0.0	left	0.917
421.081	0.604	stim1-20	n/a
430.718	0.602	stim2-14	n/a
431.353	0.0	right	0.512
437.03	0.607	stim1-28	n/a
446.169	0.632	stim2-29	n/a
446.833	0.0	left	0.157
452.492	0.633	stim1-28	n/a
461.157	0.631	stim2-10	n/a
461.821	0.0	right	0.105
467.454	0.605	stim1-14	n/a
474.093	0.604	stim2-28	n/a
474.731	0.0	left	0.155
480.418	0.602	stim1-10	n/a
487.553	0.602	stim2-14	n/a
488.188	0.0	left	0.585
493.885	0.604	stim1-7	n/a
502.02	0.623	stim2-4	n/a
502.674	0.0	right	0.254
508.334	0.6	stim1-7	n/a
517.966	0.617	stim2-2	n/a
518.616	0.0	right	0.305
